2018
ESTETISK, 9687
HELSEFAG, 61516
HISTORIE, 16353
IDRETT, 13812
INFOTEKN, 14784
JUS, 15733
LANDOGHAVBRUK, 3063
LÆRER, 30588
MEDIEFAG, 13224
PEDFAG, 13482
REALFAG, 13738
REISELIV, 3313
SAMFUNN, 45278
SPRÅK, 18326
TEKNO, 25180
ØKAD, 36902
