2013
ESTETISK, 8859
HELSEFAG, 44573
HISTORIE, 13291
IDRETT, 12255
INFOTEKN, 7682
JUS, 15928
LANDOGHAVBRUK, 1703
LÆRER, 23198
MEDIEFAG, 12563
PEDFAG, 8031
REALFAG, 10801
REISELIV, 3496
SAMFUNN, 39108
SPRÅK, 16320
TEKNO, 21717
ØKAD, 32452
