2011
ESTETISK, 9639
HELSEFAG, 41862
HISTORIE, 13243
IDRETT, 12248
INFOTEKN, 7140
JUS, 13853
LANDOGHAVBRUK, 1483
LÆRER, 22220
MEDIEFAG, 13167
PEDFAG, 6989
REALFAG, 9582
REISELIV, 3162
SAMFUNN, 38631
SPRÅK, 16555
TEKNO, 17722
ØKAD, 27953
