2009
ESTETISK, 10287
HELSEFAG, 41042
HISTORIE, 13961
IDRETT, 10808
INFOTEKN, 6634
JUS, 12776
LANDOGHAVBRUK, 1437
LAERER, 21489
MEDIEFAG, 13686
PEDFAG, 6221
REALFAG, 9869
REISELIV, 3543
SAMFUNN, 36557
SPRAAK, 16827
TEKNO, 17880
OOKAD, 25054
