2012
ESTETISK, 8925
HELSEFAG, 43990
HISTORIE, 13226
IDRETT, 12061
INFOTEKN, 7569
JUS, 16025
LANDOGHAVBRUK, 1665
LAERER, 24449
MEDIEFAG, 13443
PEDFAG, 7713
REALFAG, 10331
REISELIV, 3681
SAMFUNN, 38803
SPRAAK, 16716
TEKNO, 20519
OOKAD, 30603
