2013
ESTETISK, 1400
HELSEFAG, 9695
HISTORIE, 2895
IDRETT, 1614
INFOTEKN, 1537
JUS, 2074
LANDOGHAVBRUK, 350
LÆRER, 6856
MEDIEFAG, 1752
PEDFAG, 970
REALFAG, 2336
REISELIV, 473
SAMFUNN, 6204
SPRÅK, 3128
TEKNO, 5811
ØKAD, 5408
