2007
ESTETISK, 1230
HELSEFAG, 8554
HISTORIE, 2917
IDRETT, 1344
INFOTEKN, 1408
JUS, 1200
LANDOGHAVBRUK, 380
LÆRER, 5451
MEDIEFAG, 1558
PEDFAG, 895
REALFAG, 2404
REISELIV, 451
SAMFUNN, 6333
SPRÅK, 2806
TEKNO, 5343
ØKAD, 4158
