2011
ESTETISK, 1580
HELSEFAG, 9490
HISTORIE, 2815
IDRETT, 1414
INFOTEKN, 1460
JUS, 1944
LANDOGHAVBRUK, 365
LAERER, 6833
MEDIEFAG, 1609
PEDFAG, 917
REALFAG, 2361
REISELIV, 380
SAMFUNN, 6095
SPRAAK, 3009
TEKNO, 5441
OOKAD, 4763
