2010
ESTETISK, 1404
HELSEFAG, 9314
HISTORIE, 2801
IDRETT, 1446
INFOTEKN, 1530
JUS, 1830
LANDOGHAVBRUK, 375
LAERER, 6589
MEDIEFAG, 1506
PEDFAG, 932
REALFAG, 2279
REISELIV, 424
SAMFUNN, 6253
SPRAAK, 2932
TEKNO, 5604
OOKAD, 4572
