2016
ESTETISK, 1407
HELSEFAG, 10270
HISTORIE, 2919
IDRETT, 1526
INFOTEKN, 1752
JUS, 2105
LANDOGHAVBRUK, 390
LÆRER, 7220
MEDIEFAG, 1850
PEDFAG, 1268
REALFAG, 2596
REISELIV, 402
SAMFUNN, 6086
SPRÅK, 3335
TEKNO, 6176
ØKAD, 5884
