2006
ESTETISK, 1299
HELSEFAG, 8543
HISTORIE, 2983
IDRETT, 1264
INFOTEKN, 1538
JUS, 1195
LANDOGHAVBRUK, 482
LAERER, 5378
MEDIEFAG, 1595
PEDFAG, 861
REALFAG, 2370
REISELIV, 444
SAMFUNN, 6839
SPRAAK, 2833
TEKNO, 4782
OOKAD, 4383
