2004
ESTETISK, 1146
HELSEFAG, 8278
HISTORIE, 2772
IDRETT, 994
INFOTEKN, 1907
JUS, 1127
LANDOGHAVBRUK, 455
LÆRER, 5751
MEDIEFAG, 1326
PEDFAG, 650
REALFAG, 2283
REISELIV, 389
SAMFUNN, 5872
SPRÅK, 2560
TEKNO, 4713
ØKAD, 4025
