2009
ESTETISK, 1483
HELSEFAG, 8923
HISTORIE, 2812
IDRETT, 1532
INFOTEKN, 1368
JUS, 1632
LANDOGHAVBRUK, 345
LAERER, 5979
MEDIEFAG, 1640
PEDFAG, 958
REALFAG, 2302
REISELIV, 432
SAMFUNN, 6501
SPRAAK, 2862
TEKNO, 5566
OOKAD, 4516
