2017
ESTETISK, 1412
HELSEFAG, 10345
HISTORIE, 2996
IDRETT, 1514
INFOTEKN, 1900
JUS, 2073
LANDOGHAVBRUK, 428
LÆRER, 7245
MEDIEFAG, 1780
PEDFAG, 1318
REALFAG, 2669
REISELIV, 362
SAMFUNN, 5993
SPRÅK, 3323
TEKNO, 6419
ØKAD, 6054
